CustCode,Factory,BalToMfg
CUST0066,F10,216
CUST0025,F9,257
CUST0003,F4,80
CUST0030,F2,2
CUST0057,F3,331
CUST0097,F3,66
CUST0088,F4,281
CUST0059,F3,213
CUST0047,F2,306
CUST0042,F3,26
CUST0074,F3,121
CUST0027,F1,5
CUST0032,F4,170
CUST0097,F1,127
CUST0031,F4,215
CUST0032,F1,201
CUST0100,F3,110
CUST0065,F10,330
CUST0034,F4,342
CUST0036,F1,247
CUST0021,F10,69
CUST0098,F10,141
CUST0026,F3,366
CUST0003,F10,362
CUST0062,F3,294
CUST0039,F2,71
CUST0013,F1,344
CUST0048,F3,205
CUST0002,F9,113
CUST0070,F10,109
CUST0011,F10,236
CUST0079,F9,331
CUST0027,F1,384
CUST0045,F3,279
CUST0001,F4,335
CUST0090,F2,204
CUST0064,F2,23
CUST0085,F2,185
CUST0048,F3,353
CUST0051,F4,50
CUST0047,F3,241
CUST0079,F9,109
CUST0054,F2,347
CUST0022,F3,369
CUST0033,F10,262
CUST0018,F9,389
CUST0040,F1,122
CUST0038,F2,340
CUST0059,F1,21
CUST0051,F10,205
CUST0038,F2,259
CUST0056,F2,61
CUST0001,F1,59
CUST0039,F4,23
CUST0080,F3,329
CUST0077,F4,255
CUST0014,F1,69
CUST0094,F10,8
CUST0030,F4,306
CUST0003,F9,74
CUST0021,F4,137
CUST0057,F2,398
CUST0057,F3,230
CUST0100,F1,178
CUST0024,F9,286
CUST0028,F3,129
CUST0081,F4,167
CUST0068,F3,72
CUST0004,F1,341
CUST0039,F9,383
CUST0025,F2,270
CUST0067,F4,163
CUST0081,F4,322
CUST0008,F10,95
CUST0014,F2,219
CUST0008,F3,262
CUST0005,F1,97
CUST0016,F1,104
CUST0044,F10,50
CUST0016,F3,187
CUST0045,F3,308
CUST0056,F9,234
CUST0054,F3,266
CUST0099,F2,175
CUST0065,F9,106
CUST0018,F10,17
CUST0009,F1,296
CUST0063,F10,180
CUST0085,F10,4
CUST0014,F2,276
CUST0049,F2,218
CUST0045,F3,4
CUST0068,F10,289
CUST0058,F3,323
CUST0093,F9,20
CUST0050,F2,123
CUST0071,F3,82
CUST0079,F10,149
CUST0047,F9,394
CUST0092,F10,192
CUST0050,F10,218
CUST0090,F3,123
CUST0014,F4,80
CUST0057,F9,98
CUST0025,F4,189
CUST0041,F10,52
CUST0015,F4,2
CUST0041,F9,310
CUST0029,F10,169
CUST0092,F10,333
CUST0097,F9,136
CUST0003,F4,322
CUST0054,F3,217
CUST0001,F10,37
CUST0028,F10,354
CUST0049,F9,206
CUST0002,F10,398
CUST0086,F10,93
CUST0003,F1,178
CUST0036,F10,69
CUST0027,F3,142
CUST0005,F1,117
CUST0077,F3,161
CUST0057,F4,18
CUST0056,F9,63
CUST0052,F10,144
CUST0045,F2,44
CUST0076,F9,33
CUST0001,F9,92
CUST0062,F3,350
CUST0098,F3,304
CUST0095,F1,376
CUST0073,F9,304
CUST0011,F4,287
CUST0098,F1,349
CUST0069,F3,263
CUST0007,F9,277
CUST0024,F4,271
CUST0006,F1,194
CUST0092,F10,121
CUST0008,F10,384
CUST0088,F9,23
CUST0048,F10,261
CUST0036,F3,397
CUST0006,F10,11
CUST0007,F9,245
CUST0074,F10,8
CUST0012,F2,34
CUST0096,F9,189
CUST0008,F4,107
CUST0095,F9,369
CUST0025,F4,160
CUST0031,F2,194
CUST0090,F4,41
CUST0079,F10,171
CUST0083,F10,77
CUST0074,F10,181
CUST0095,F4,210
CUST0004,F2,36
CUST0089,F10,104
CUST0034,F2,75
CUST0092,F3,296
CUST0048,F1,359
CUST0074,F3,119
CUST0002,F1,82
CUST0053,F4,351
CUST0038,F2,367
CUST0043,F10,156
CUST0056,F10,76
CUST0026,F3,318
CUST0068,F10,336
CUST0027,F2,42
CUST0045,F2,257
CUST0003,F10,53
CUST0075,F10,117
CUST0059,F4,335
CUST0039,F10,123
CUST0032,F1,242
CUST0096,F3,139
CUST0096,F1,27
CUST0011,F4,278
CUST0022,F4,74
CUST0012,F9,35
CUST0095,F1,253
CUST0074,F1,333
CUST0087,F4,101
CUST0084,F4,341
CUST0094,F4,395
CUST0076,F1,228
CUST0061,F1,250
CUST0053,F1,126
CUST0013,F4,397
CUST0021,F3,144
CUST0093,F2,233
CUST0062,F2,323
CUST0037,F9,360
CUST0013,F3,368
CUST0057,F1,316
CUST0039,F1,65
CUST0063,F2,133
CUST0049,F2,38
CUST0002,F9,29
CUST0094,F10,278
CUST0021,F2,122
CUST0059,F2,339
CUST0018,F9,320
CUST0098,F10,149
CUST0076,F10,158
CUST0016,F9,32
CUST0081,F4,93
CUST0028,F2,369
CUST0084,F1,109
CUST0093,F1,114
CUST0062,F3,98
CUST0003,F1,348
CUST0004,F1,356
CUST0070,F2,7
CUST0070,F3,360
CUST0042,F1,382
CUST0074,F1,260
CUST0098,F9,151
CUST0066,F10,324
CUST0058,F9,282
CUST0008,F4,344
CUST0031,F2,39
CUST0019,F2,93
CUST0096,F3,376
CUST0097,F10,397
CUST0056,F4,5
CUST0093,F1,370
CUST0029,F3,223
CUST0061,F10,35
CUST0037,F4,127
CUST0009,F10,58
CUST0011,F9,336
CUST0039,F4,78
CUST0061,F4,253
CUST0041,F4,7
CUST0003,F10,194
CUST0073,F2,40
CUST0059,F10,222
CUST0032,F4,150
CUST0081,F2,375
CUST0036,F3,170
CUST0017,F1,59
CUST0100,F10,103
CUST0063,F4,163
CUST0008,F3,305
CUST0092,F10,172
CUST0078,F1,362
CUST0019,F1,70
CUST0036,F10,242
CUST0009,F10,101
CUST0004,F2,38
CUST0015,F1,221
CUST0082,F3,290
CUST0033,F9,161
CUST0069,F3,5
CUST0055,F2,360
CUST0027,F3,17
CUST0094,F2,223
CUST0068,F10,87
CUST0054,F2,54
CUST0067,F9,292
CUST0015,F10,221
CUST0083,F10,52
CUST0088,F9,366
CUST0050,F9,29
CUST0004,F10,94
CUST0003,F1,7
CUST0096,F3,114
CUST0026,F9,264
CUST0080,F2,163
CUST0079,F4,92
CUST0067,F9,162
CUST0020,F2,96
CUST0096,F9,191
CUST0062,F4,126
CUST0019,F2,315
CUST0044,F3,116
CUST0041,F4,199
CUST0005,F2,251
CUST0059,F1,327
CUST0052,F4,8
CUST0088,F9,185
CUST0055,F2,237
CUST0056,F10,105
CUST0077,F3,315
CUST0089,F4,81
CUST0045,F9,186
CUST0083,F2,228
CUST0061,F9,124
CUST0011,F4,293
CUST0094,F2,19
CUST0031,F2,296
CUST0018,F3,192
CUST0005,F9,234
CUST0039,F4,40
CUST0013,F10,231
CUST0059,F2,182
CUST0010,F1,72
CUST0020,F3,114
CUST0070,F2,75
CUST0048,F2,234
CUST0094,F2,215
CUST0073,F4,149
CUST0094,F4,108
CUST0040,F2,243
CUST0086,F10,374
CUST0053,F9,357
CUST0064,F2,238
CUST0022,F4,370
CUST0056,F3,175
CUST0016,F2,381
CUST0089,F1,45
CUST0037,F9,264
CUST0018,F2,355
CUST0057,F9,100
CUST0054,F4,391
CUST0072,F10,297
CUST0040,F3,69
CUST0003,F1,38
CUST0028,F10,7
CUST0076,F10,69
CUST0064,F1,332
CUST0096,F9,57
CUST0046,F1,391
CUST0075,F4,91
CUST0005,F9,3
CUST0089,F2,291
CUST0020,F2,393
CUST0055,F10,243
CUST0073,F9,162
CUST0004,F4,136
CUST0060,F10,271
CUST0020,F4,157
CUST0051,F3,371
CUST0059,F4,128
CUST0067,F10,15
CUST0081,F3,197
CUST0010,F2,145
CUST0048,F10,360
CUST0046,F2,267
CUST0006,F10,86
CUST0015,F9,352
CUST0028,F10,289
CUST0079,F9,49
CUST0040,F10,12
CUST0045,F2,113
CUST0064,F4,302
CUST0021,F3,168
CUST0051,F3,105
CUST0088,F2,150
CUST0027,F10,227
CUST0064,F10,46
CUST0035,F2,175
CUST0077,F1,322
CUST0006,F9,110
CUST0031,F2,177
CUST0065,F1,318
CUST0023,F1,255
CUST0086,F9,325
CUST0074,F2,306
CUST0007,F1,372
CUST0007,F3,221
CUST0081,F3,189
CUST0032,F1,300
CUST0055,F2,183
CUST0091,F2,250
CUST0096,F2,284
CUST0060,F10,311
CUST0010,F4,364
CUST0091,F10,133
CUST0098,F3,89
CUST0081,F9,174
CUST0007,F3,315
CUST0070,F1,256
CUST0022,F1,337
CUST0011,F9,167
CUST0084,F1,230
CUST0088,F10,207
CUST0044,F10,297
CUST0047,F2,215
CUST0093,F3,13
CUST0094,F10,103
CUST0097,F3,199
CUST0082,F4,191
CUST0075,F2,26
CUST0060,F1,343
CUST0065,F4,133
CUST0082,F4,246
CUST0090,F9,61
CUST0012,F3,239
CUST0017,F1,81
CUST0069,F2,208
CUST0065,F3,240
CUST0028,F4,47
CUST0081,F1,139
CUST0099,F4,63
CUST0090,F4,76
CUST0080,F4,22
CUST0063,F4,387
CUST0055,F4,114
CUST0055,F9,327
CUST0078,F3,73
CUST0064,F9,359
CUST0076,F1,399
CUST0024,F10,36
CUST0039,F3,215
CUST0013,F4,317
CUST0032,F4,374
CUST0079,F10,332
CUST0011,F1,87
CUST0088,F4,164
CUST0089,F10,199
CUST0055,F1,11
CUST0024,F2,301
CUST0082,F2,252
CUST0040,F10,132
CUST0019,F1,382
CUST0088,F1,254
CUST0035,F1,44
CUST0068,F3,317
CUST0011,F4,39
CUST0005,F2,83
CUST0027,F4,109
CUST0086,F9,391
CUST0080,F1,177
CUST0083,F1,313
CUST0045,F10,65
CUST0002,F9,321
CUST0035,F3,2
CUST0043,F9,188
CUST0022,F4,367
CUST0040,F10,131
CUST0075,F9,249
CUST0017,F1,161
CUST0073,F9,106
CUST0093,F3,20
CUST0093,F3,391
CUST0043,F1,254
CUST0026,F10,314
CUST0089,F1,180
CUST0097,F3,343
CUST0026,F10,324
CUST0090,F2,132
CUST0062,F3,341
CUST0014,F4,208
CUST0069,F9,69
CUST0063,F3,337
CUST0083,F3,143
CUST0004,F3,66
CUST0094,F1,249
CUST0024,F10,239
CUST0100,F1,155
CUST0068,F2,220
CUST0068,F9,132
CUST0035,F1,63
CUST0068,F3,329
CUST0033,F1,175
CUST0018,F2,75
CUST0076,F2,305
CUST0090,F9,39
CUST0002,F4,252
CUST0053,F2,2
CUST0086,F9,209
CUST0098,F3,17
CUST0002,F3,303
CUST0078,F2,120
CUST0042,F9,318
CUST0076,F4,320
CUST0084,F2,31
CUST0056,F4,17
CUST0079,F2,377
CUST0052,F9,194
CUST0083,F9,150
CUST0028,F3,12
CUST0035,F2,371
CUST0084,F3,221
CUST0045,F2,326
CUST0069,F4,295
CUST0094,F4,327
CUST0094,F1,268
CUST0092,F1,242
CUST0052,F9,343
CUST0004,F3,135
CUST0015,F2,185
CUST0028,F1,41
CUST0044,F10,57
CUST0100,F4,64
CUST0008,F2,42
CUST0086,F4,103
CUST0075,F2,347
CUST0054,F10,23
CUST0008,F9,76
CUST0053,F2,6
CUST0092,F4,175
CUST0038,F10,171
CUST0052,F2,147
CUST0007,F1,79
CUST0017,F2,97
CUST0028,F10,83
CUST0017,F1,280
CUST0077,F9,204
CUST0060,F9,247
CUST0020,F9,257
CUST0061,F2,105
CUST0025,F10,154
CUST0085,F2,18
CUST0053,F9,359
CUST0015,F1,300
CUST0042,F2,362
CUST0018,F10,15
CUST0013,F3,243
CUST0036,F1,141
CUST0082,F2,61
CUST0065,F4,234
CUST0092,F4,206
CUST0082,F9,203
CUST0010,F1,8
CUST0011,F2,163
CUST0038,F3,344
CUST0060,F3,171
CUST0051,F3,384
CUST0075,F4,56
CUST0015,F4,242
CUST0002,F2,345
CUST0052,F10,240
CUST0004,F10,36
CUST0032,F1,226
CUST0020,F3,18
CUST0093,F4,252
CUST0087,F4,118
CUST0033,F2,181
CUST0062,F9,384
CUST0075,F10,96
CUST0021,F2,63
CUST0030,F9,186
CUST0099,F4,161
CUST0069,F10,86
CUST0006,F3,394
CUST0025,F10,279
CUST0094,F10,357
CUST0025,F10,153
CUST0061,F1,92
CUST0053,F10,68
CUST0001,F4,364
CUST0060,F3,194
CUST0096,F1,313
CUST0044,F10,251
CUST0018,F4,267
CUST0006,F4,272
CUST0049,F4,107
CUST0077,F1,50
CUST0067,F2,205
CUST0014,F9,344
CUST0040,F3,315
CUST0074,F4,369
CUST0064,F9,22
CUST0031,F9,66
CUST0020,F4,319
CUST0075,F2,1
CUST0024,F9,53
CUST0033,F3,201
CUST0081,F1,191
CUST0031,F1,118
CUST0081,F2,185
CUST0035,F1,235
CUST0023,F10,142
CUST0096,F4,31
CUST0072,F4,194
CUST0088,F4,58
CUST0016,F1,58
CUST0040,F4,36
CUST0024,F10,252
CUST0037,F1,391
CUST0075,F2,190
CUST0090,F1,41
CUST0021,F4,207
CUST0097,F4,356
CUST0038,F2,136
CUST0083,F1,177
CUST0086,F1,319
CUST0060,F4,102
CUST0078,F10,250
CUST0055,F4,124
CUST0079,F9,72
CUST0038,F9,39
CUST0038,F4,302
CUST0090,F10,47
CUST0039,F1,201
CUST0077,F9,102
CUST0033,F4,3
CUST0098,F1,318
CUST0036,F9,95
CUST0026,F2,209
CUST0051,F4,27
CUST0094,F3,90
CUST0076,F2,288
CUST0062,F10,191
CUST0055,F1,207
CUST0073,F3,58
CUST0023,F4,393
CUST0096,F3,29
CUST0030,F3,317
CUST0066,F9,222
CUST0001,F10,259
CUST0001,F4,364
CUST0081,F9,255
CUST0088,F3,313
CUST0010,F10,81
CUST0040,F3,156
CUST0036,F4,399
CUST0025,F1,283
CUST0025,F4,129
CUST0072,F1,28
CUST0030,F2,334
CUST0048,F4,188
CUST0028,F1,153
CUST0014,F10,3
CUST0086,F1,398
CUST0053,F10,80
CUST0051,F10,311
CUST0074,F3,387
CUST0024,F2,181
CUST0012,F3,100
CUST0030,F2,84
CUST0088,F2,186
CUST0051,F3,137
CUST0004,F9,354
CUST0004,F3,366
CUST0075,F4,143
CUST0081,F1,131
CUST0100,F4,174
CUST0029,F4,237
CUST0027,F9,156
CUST0072,F4,158
CUST0024,F2,271
CUST0054,F10,285
CUST0075,F1,330
CUST0098,F4,252
CUST0076,F10,289
CUST0017,F4,175
CUST0098,F4,8
CUST0074,F2,89
CUST0044,F4,190
CUST0096,F3,291
CUST0067,F9,307
CUST0024,F3,258
CUST0027,F9,41
CUST0098,F10,181
CUST0031,F10,366
CUST0090,F1,27
CUST0001,F10,171
CUST0080,F9,81
CUST0002,F1,325
CUST0086,F3,288
CUST0039,F3,197
CUST0044,F4,124
CUST0034,F1,349
CUST0092,F3,265
CUST0075,F1,186
CUST0013,F1,133
CUST0070,F4,392
CUST0037,F4,285
CUST0093,F1,77
CUST0004,F2,329
CUST0028,F10,0
CUST0075,F3,78
CUST0038,F1,20
CUST0079,F3,184
CUST0017,F1,222
CUST0006,F4,326
CUST0002,F1,9
CUST0031,F10,245
CUST0072,F4,141
CUST0013,F4,230
CUST0059,F3,357
CUST0063,F4,322
CUST0100,F9,90
CUST0024,F4,83
CUST0006,F1,157
CUST0089,F9,65
CUST0092,F1,272
CUST0032,F10,308
CUST0086,F10,149
CUST0038,F9,154
CUST0061,F1,332
CUST0060,F2,293
CUST0015,F10,339
CUST0024,F4,110
CUST0061,F2,378
CUST0006,F10,167
CUST0087,F9,81
CUST0087,F2,312
CUST0077,F9,213
CUST0025,F3,18
CUST0079,F2,288
CUST0057,F2,324
CUST0003,F9,345
CUST0080,F9,69
CUST0021,F10,363
CUST0007,F1,35
CUST0089,F10,286
CUST0048,F9,331
CUST0008,F3,137
CUST0051,F2,175
CUST0026,F3,6
CUST0019,F9,399
CUST0075,F1,349
CUST0007,F10,359
CUST0034,F3,156
CUST0037,F4,210
CUST0015,F9,311
CUST0084,F9,151
CUST0092,F2,395
CUST0064,F1,59
CUST0023,F10,195
CUST0004,F4,77
CUST0015,F1,189
CUST0031,F3,399
CUST0009,F10,48
CUST0009,F10,90
CUST0034,F4,259
CUST0009,F9,116
CUST0015,F3,137
CUST0043,F9,159
CUST0046,F1,330
CUST0031,F9,246
CUST0093,F1,359
CUST0064,F2,234
CUST0027,F2,370
CUST0074,F1,138
CUST0002,F9,181
CUST0030,F10,174
CUST0019,F10,160
CUST0036,F3,93
CUST0080,F2,162
CUST0033,F1,135
CUST0084,F1,308
CUST0094,F9,365
CUST0040,F3,314
CUST0045,F1,1
CUST0049,F3,357
CUST0046,F10,238
CUST0040,F4,345
CUST0066,F2,159
CUST0100,F9,121
CUST0046,F4,89
CUST0043,F2,179
CUST0034,F4,176
CUST0029,F4,56
CUST0015,F10,175
CUST0057,F10,324
CUST0094,F4,80
CUST0047,F4,343
CUST0100,F10,344
CUST0045,F10,252
CUST0083,F2,93
CUST0045,F9,47
CUST0025,F4,382
CUST0042,F1,203
CUST0073,F4,62
CUST0060,F10,122
CUST0085,F4,395
CUST0099,F3,66
CUST0098,F2,92
CUST0094,F4,123
CUST0083,F2,293
CUST0093,F1,372
CUST0051,F4,100
CUST0089,F2,288
CUST0051,F10,114
CUST0069,F1,9
CUST0052,F10,116
CUST0080,F10,202
CUST0003,F4,94
CUST0051,F2,87
CUST0053,F1,12
CUST0089,F9,394
CUST0089,F1,94
CUST0090,F4,27
CUST0091,F2,167
CUST0062,F10,126
CUST0057,F4,311
CUST0095,F3,77
CUST0099,F10,180
CUST0007,F10,135
CUST0078,F9,284
CUST0008,F3,32
CUST0045,F4,262
CUST0003,F10,348
CUST0005,F10,100
CUST0064,F2,109
CUST0071,F10,127
CUST0053,F1,384
CUST0046,F9,155
CUST0077,F9,359
CUST0072,F4,331
CUST0025,F10,253
CUST0020,F4,389
CUST0046,F2,373
CUST0037,F9,56
CUST0083,F10,63
CUST0048,F1,381
CUST0027,F2,79
CUST0013,F9,191
CUST0096,F4,346
CUST0011,F1,50
CUST0084,F9,212
CUST0050,F3,390
CUST0091,F4,353
CUST0071,F2,309
CUST0099,F2,126
CUST0020,F9,372
CUST0087,F1,161
CUST0099,F10,378
CUST0002,F10,298
CUST0017,F4,362
CUST0008,F2,99
CUST0020,F10,142
CUST0097,F3,74
CUST0068,F2,9
CUST0070,F1,132
CUST0100,F9,311
CUST0083,F9,1
CUST0048,F2,178
CUST0020,F4,394
CUST0034,F1,208
CUST0078,F9,39
CUST0062,F2,376
CUST0070,F10,58
CUST0027,F9,133
CUST0086,F2,52
CUST0009,F2,209
CUST0098,F3,16
CUST0071,F4,325
CUST0069,F9,54
CUST0085,F1,371
CUST0090,F9,335
CUST0037,F10,240
CUST0023,F3,254
CUST0030,F10,341
CUST0030,F3,331
CUST0065,F10,222
CUST0023,F2,239
CUST0014,F1,210
CUST0005,F2,157
CUST0098,F1,1
CUST0013,F4,157
CUST0006,F10,232
CUST0015,F9,389
CUST0041,F3,43
CUST0044,F9,41
CUST0023,F3,388
CUST0076,F2,81
CUST0081,F4,320
CUST0074,F2,93
CUST0060,F10,236
CUST0051,F3,26
CUST0042,F2,137
CUST0055,F3,213
CUST0083,F2,129
CUST0035,F2,86
CUST0025,F3,249
CUST0030,F3,350
CUST0051,F4,394
CUST0027,F1,358
CUST0042,F9,125
CUST0010,F3,27
CUST0034,F1,162
CUST0093,F4,385
CUST0003,F9,82
CUST0020,F3,164
CUST0038,F3,334
CUST0010,F9,84
CUST0097,F2,174
CUST0031,F3,354
CUST0082,F9,250
CUST0037,F4,315
CUST0084,F1,85
CUST0060,F10,31
CUST0019,F10,253
CUST0050,F9,246
CUST0087,F1,216
CUST0056,F4,332
CUST0053,F10,32
CUST0043,F1,317
CUST0011,F4,190
CUST0016,F4,374
CUST0091,F3,146
CUST0074,F9,396
CUST0002,F1,397
CUST0017,F3,100
CUST0008,F9,80
CUST0088,F3,102
CUST0013,F9,68
CUST0048,F10,387
CUST0036,F10,132
CUST0091,F1,359
CUST0016,F3,203
CUST0011,F4,125
CUST0084,F3,292
CUST0001,F1,93
CUST0039,F4,93
CUST0047,F10,257
CUST0082,F10,155
CUST0013,F4,346
CUST0065,F3,177
CUST0059,F4,329
CUST0091,F9,192
CUST0073,F10,326
CUST0087,F2,324
CUST0060,F3,340
CUST0098,F3,205
CUST0084,F3,137
CUST0042,F9,133
CUST0033,F10,160
CUST0001,F9,353
CUST0009,F1,396
CUST0044,F2,372
CUST0075,F4,352
CUST0057,F9,229
CUST0044,F2,65
CUST0054,F10,400
CUST0067,F3,80
CUST0045,F1,147
CUST0060,F10,355
CUST0073,F9,276
CUST0038,F2,358
CUST0060,F3,45
CUST0019,F9,393
CUST0068,F4,278
CUST0007,F3,246
CUST0036,F3,8
CUST0089,F10,183
CUST0079,F3,253
CUST0044,F1,111
CUST0097,F4,257
CUST0015,F4,230
CUST0010,F10,31
CUST0092,F4,391
CUST0090,F9,203
CUST0027,F10,87
CUST0057,F4,273
CUST0085,F1,374
CUST0038,F4,351
CUST0099,F10,117
CUST0010,F1,388
CUST0085,F10,284
CUST0029,F9,40
CUST0074,F3,104
CUST0005,F4,342
CUST0071,F1,102
CUST0008,F1,156
CUST0001,F4,265
CUST0017,F10,291
CUST0013,F1,41
CUST0089,F2,300
CUST0061,F2,56
CUST0096,F9,359
CUST0087,F9,13
CUST0055,F2,149
CUST0085,F3,148
CUST0062,F3,82
CUST0047,F1,55
CUST0092,F1,290
CUST0038,F1,336
CUST0035,F2,333
CUST0014,F2,246
CUST0005,F4,179
CUST0025,F4,280
CUST0008,F9,200
CUST0098,F2,354
CUST0084,F1,258
CUST0056,F3,371
CUST0037,F9,316
CUST0020,F3,250
CUST0006,F1,1
CUST0023,F10,121
CUST0077,F2,115
CUST0044,F9,61
CUST0075,F3,17
CUST0016,F9,238
CUST0017,F9,5
CUST0010,F3,163
CUST0025,F1,108
CUST0083,F3,18
CUST0007,F4,79
CUST0015,F1,243
CUST0007,F3,144
CUST0016,F1,182
CUST0028,F2,215
CUST0008,F2,298
CUST0065,F1,105
CUST0100,F2,325
CUST0099,F2,32
CUST0091,F2,161
CUST0071,F10,368
CUST0041,F2,293
CUST0043,F4,261
CUST0077,F10,22
CUST0030,F4,108
CUST0055,F1,291
CUST0026,F2,320
CUST0012,F1,28
CUST0075,F3,213
CUST0045,F1,155
CUST0095,F3,90
CUST0067,F4,154
CUST0096,F10,20
CUST0042,F2,82
CUST0005,F1,215
CUST0075,F3,376
CUST0035,F10,202
CUST0088,F10,345
CUST0077,F10,163
CUST0042,F3,28
CUST0032,F3,307
CUST0070,F3,390
CUST0071,F9,315
CUST0082,F1,102
CUST0042,F4,204
CUST0014,F4,270
CUST0075,F2,115
CUST0012,F1,396
CUST0023,F4,114
CUST0025,F3,396
CUST0098,F10,95
CUST0087,F10,72
CUST0022,F4,9
CUST0094,F3,264
CUST0037,F3,310
CUST0012,F1,149
CUST0071,F3,121
CUST0092,F4,390
CUST0082,F1,285
CUST0012,F4,99
CUST0071,F9,105
CUST0061,F2,283
CUST0054,F4,152
CUST0033,F10,157
CUST0014,F4,230
CUST0090,F10,103
CUST0083,F3,84
CUST0090,F1,298
CUST0024,F3,245
CUST0060,F10,286
CUST0077,F1,258
CUST0081,F1,112
CUST0023,F10,327
CUST0029,F1,163
CUST0012,F1,30
CUST0005,F3,52
CUST0092,F4,68
CUST0060,F3,125
CUST0052,F2,109
CUST0050,F3,363
CUST0062,F2,385
CUST0046,F10,211
CUST0067,F3,261
CUST0057,F2,323
CUST0053,F1,111
CUST0054,F3,274
CUST0007,F2,244
CUST0056,F9,65
CUST0037,F9,289
CUST0018,F4,222
CUST0060,F1,195
CUST0068,F3,213
CUST0042,F3,326
CUST0031,F2,153
CUST0044,F4,357
CUST0025,F1,315
CUST0095,F10,227
CUST0035,F1,178
CUST0044,F9,240
CUST0002,F3,326
CUST0050,F1,351
CUST0098,F9,232
CUST0013,F1,309
CUST0092,F1,265
CUST0096,F2,281
CUST0088,F9,326
CUST0047,F10,319
CUST0023,F2,71
CUST0059,F3,367
CUST0044,F2,221
CUST0026,F1,255
CUST0043,F9,227
CUST0096,F10,349
CUST0010,F9,241
CUST0010,F10,56
CUST0066,F1,350
CUST0065,F9,369
CUST0009,F9,272
CUST0030,F9,43
CUST0050,F9,23
CUST0024,F2,246
CUST0051,F10,1
CUST0043,F3,205
CUST0015,F1,275
CUST0085,F3,378
CUST0025,F9,168
CUST0071,F10,119
CUST0095,F10,238
CUST0009,F4,386
CUST0091,F10,97
CUST0072,F4,382
CUST0007,F2,35
CUST0092,F10,310
CUST0086,F9,171
CUST0065,F4,52
CUST0020,F4,8
CUST0069,F1,268
CUST0068,F3,170
CUST0001,F2,155
CUST0064,F4,177
CUST0012,F4,36
CUST0004,F9,244
CUST0073,F1,26
CUST0081,F1,50
CUST0042,F3,29
CUST0066,F2,74
CUST0083,F4,336
CUST0068,F3,259
CUST0056,F1,292
CUST0054,F10,283
CUST0012,F9,162
CUST0051,F2,228
CUST0016,F3,310
CUST0076,F9,115
CUST0062,F2,367
CUST0075,F9,190
CUST0034,F2,61
CUST0068,F9,127
CUST0021,F4,183
CUST0026,F4,273
CUST0007,F2,211
CUST0028,F2,390
CUST0010,F4,95
CUST0072,F4,86
CUST0017,F4,319
CUST0039,F1,9
CUST0039,F3,9
CUST0043,F4,113
CUST0043,F3,376
CUST0008,F4,136
CUST0027,F9,285
CUST0017,F2,211
CUST0081,F1,391
CUST0002,F3,85
CUST0011,F2,318
CUST0026,F10,236
CUST0065,F4,16
CUST0065,F3,277
CUST0033,F1,188
CUST0085,F4,185
CUST0067,F3,9
CUST0021,F4,165
CUST0008,F10,41
CUST0005,F4,359
CUST0060,F2,387
CUST0026,F1,182
CUST0071,F2,199
CUST0023,F9,308
CUST0039,F4,337
CUST0025,F1,332
CUST0055,F10,212
CUST0019,F4,195
CUST0076,F10,167
CUST0035,F1,318
CUST0076,F4,367
CUST0031,F4,48
CUST0001,F1,264
CUST0070,F2,10
CUST0027,F1,190
CUST0076,F10,145
CUST0013,F9,333
CUST0086,F4,134
CUST0020,F10,185
CUST0032,F9,91
CUST0019,F9,321
CUST0049,F3,297
CUST0025,F3,174
CUST0069,F4,103
CUST0037,F2,51
CUST0066,F9,103
CUST0009,F9,127
CUST0077,F9,175
CUST0068,F10,19
CUST0004,F2,170
CUST0035,F1,337
CUST0068,F4,286
CUST0040,F1,3
CUST0022,F3,104
CUST0015,F1,160
CUST0062,F10,17
CUST0062,F4,47
CUST0056,F1,352
CUST0078,F1,321
CUST0100,F1,276
CUST0086,F10,231
CUST0092,F4,48
CUST0011,F3,243
CUST0018,F4,312
CUST0030,F2,357
CUST0015,F9,275
CUST0021,F2,151
CUST0018,F9,1
CUST0056,F2,291
CUST0012,F4,368
CUST0037,F3,27
CUST0070,F2,394
CUST0065,F10,260
CUST0097,F1,93
CUST0079,F2,342
CUST0037,F10,75
CUST0097,F1,220
CUST0011,F3,275
CUST0045,F3,56
CUST0076,F10,77
CUST0050,F10,333
CUST0087,F2,260
CUST0067,F9,118
CUST0071,F1,80
CUST0071,F3,385
CUST0089,F4,332
CUST0020,F3,311
CUST0059,F4,215
CUST0045,F9,295
CUST0009,F3,274
CUST0058,F3,308
CUST0020,F2,253
CUST0052,F10,217
CUST0063,F9,217
CUST0039,F4,270
CUST0097,F3,276
CUST0047,F10,324
CUST0079,F1,325
CUST0054,F9,199
CUST0015,F10,12
CUST0021,F4,327
CUST0020,F9,249
CUST0065,F2,271
CUST0081,F9,118
CUST0072,F10,208
CUST0084,F3,285
CUST0027,F1,112
CUST0016,F4,277
CUST0021,F9,111
CUST0050,F3,197
CUST0002,F10,156
CUST0019,F4,318
CUST0095,F1,203
CUST0047,F1,180
CUST0096,F3,270
CUST0045,F3,21
CUST0087,F1,141
CUST0073,F9,152
CUST0028,F10,249
CUST0081,F4,195
CUST0099,F1,307
CUST0048,F2,224
CUST0033,F10,351
CUST0014,F3,53
CUST0034,F10,140
CUST0061,F3,17
CUST0069,F4,218
CUST0041,F9,92
CUST0012,F9,101
